publisher,pub_avg_days,pub_median_days,pub_std_days,pub_count,pub_avg_meta,pub_cv
XSEED Games,1698.0,989.5,1360.2009878222877,12,72.5,0.8010606524277313
Xbox Game Studios,1015.3333333333334,1188.0,582.5198136830483,3,78.66666666666667,0.573722731795517
Yogscast Games,974.0,974.0,,1,73.0,0.5
Young Horses,638.0,638.0,,1,77.0,0.5
Zen Studios,1756.3333333333333,1268.5,1686.9599481513087,6,75.66666666666667,0.9605010143203504
Zillion Whales,290.0,290.0,,1,80.0,0.5
Zoo Games,4261.0,4261.0,,1,68.0,0.5
astragon Software,601.0,601.0,,1,60.0,0.5
bilibili,1187.0,1187.0,,1,81.0,0.5
eastasiasoft,2677.5,2480.5,1699.2332584629653,4,71.5,0.6346342702009208
nWay,1188.0,1188.0,,1,53.0,0.5
tinyBuild,1136.75,922.0,677.5940103462713,8,62.375,0.5960800618836782
www.handy-games.com,528.25,469.0,243.3918308681155,4,68.5,0.4607512179235504
